fips,candidate,party,candidatevotes,mode
19043,JOHN MCCAIN,REPUBLICAN,3651,TOTAL
19043,OTHER,OTHER,143,TOTAL
19045,BARACK OBAMA,DEMOCRAT,15018,TOTAL
19045,JOHN MCCAIN,REPUBLICAN,9324,TOTAL
19045,OTHER,OTHER,377,TOTAL
19047,BARACK OBAMA,DEMOCRAT,3715,TOTAL
19047,JOHN MCCAIN,REPUBLICAN,3345,TOTAL
19047,OTHER,OTHER,131,TOTAL
19049,BARACK OBAMA,DEMOCRAT,15149,TOTAL
19049,JOHN MCCAIN,REPUBLICAN,16954,TOTAL
19049,OTHER,OTHER,537,TOTAL
19051,BARACK OBAMA,DEMOCRAT,1680,TOTAL
19051,JOHN MCCAIN,REPUBLICAN,2029,TOTAL
19051,OTHER,OTHER,106,TOTAL
19053,BARACK OBAMA,DEMOCRAT,1986,TOTAL
19053,JOHN MCCAIN,REPUBLICAN,2020,TOTAL
19053,OTHER,OTHER,96,TOTAL
19055,BARACK OBAMA,DEMOCRAT,4649,TOTAL
19055,JOHN MCCAIN,REPUBLICAN,4113,TOTAL
19055,OTHER,OTHER,139,TOTAL
19057,BARACK OBAMA,DEMOCRAT,12462,TOTAL
19057,JOHN MCCAIN,REPUBLICAN,7721,TOTAL
19057,OTHER,OTHER,387,TOTAL
19059,BARACK OBAMA,DEMOCRAT,4625,TOTAL
19059,JOHN MCCAIN,REPUBLICAN,5162,TOTAL
19059,OTHER,OTHER,119,TOTAL
19061,BARACK OBAMA,DEMOCRAT,28611,TOTAL
19061,JOHN MCCAIN,REPUBLICAN,18651,TOTAL
19061,OTHER,OTHER,691,TOTAL
19063,BARACK OBAMA,DEMOCRAT,2570,TOTAL
19063,JOHN MCCAIN,REPUBLICAN,2373,TOTAL
19063,OTHER,OTHER,72,TOTAL
19065,BARACK OBAMA,DEMOCRAT,5908,TOTAL
19065,JOHN MCCAIN,REPUBLICAN,4205,TOTAL
19065,OTHER,OTHER,146,TOTAL
19067,BARACK OBAMA,DEMOCRAT,4822,TOTAL
19067,JOHN MCCAIN,REPUBLICAN,3051,TOTAL
19067,OTHER,OTHER,218,TOTAL
19069,BARACK OBAMA,DEMOCRAT,2575,TOTAL
19069,JOHN MCCAIN,REPUBLICAN,2501,TOTAL
19069,OTHER,OTHER,72,TOTAL
19071,BARACK OBAMA,DEMOCRAT,1848,TOTAL
19071,JOHN MCCAIN,REPUBLICAN,1989,TOTAL
19071,OTHER,OTHER,57,TOTAL
19073,BARACK OBAMA,DEMOCRAT,2371,TOTAL
19073,JOHN MCCAIN,REPUBLICAN,2349,TOTAL
19073,OTHER,OTHER,84,TOTAL
19075,BARACK OBAMA,DEMOCRAT,2790,TOTAL
19075,JOHN MCCAIN,REPUBLICAN,3945,TOTAL
19075,OTHER,OTHER,93,TOTAL
19077,BARACK OBAMA,DEMOCRAT,2625,TOTAL
19077,JOHN MCCAIN,REPUBLICAN,3074,TOTAL
19077,OTHER,OTHER,148,TOTAL
19079,BARACK OBAMA,DEMOCRAT,4018,TOTAL
19079,JOHN MCCAIN,REPUBLICAN,3913,TOTAL
19079,OTHER,OTHER,147,TOTAL
19081,BARACK OBAMA,DEMOCRAT,2805,TOTAL
19081,JOHN MCCAIN,REPUBLICAN,3016,TOTAL
19081,OTHER,OTHER,109,TOTAL
19083,BARACK OBAMA,DEMOCRAT,4393,TOTAL
19083,JOHN MCCAIN,REPUBLICAN,4315,TOTAL
19083,OTHER,OTHER,151,TOTAL
19085,BARACK OBAMA,DEMOCRAT,3555,TOTAL
19085,JOHN MCCAIN,REPUBLICAN,3909,TOTAL
19085,OTHER,OTHER,114,TOTAL
19087,BARACK OBAMA,DEMOCRAT,4349,TOTAL
19087,JOHN MCCAIN,REPUBLICAN,4822,TOTAL
19087,OTHER,OTHER,206,TOTAL
19089,BARACK OBAMA,DEMOCRAT,2941,TOTAL
19089,JOHN MCCAIN,REPUBLICAN,1722,TOTAL
19089,OTHER,OTHER,65,TOTAL
19091,BARACK OBAMA,DEMOCRAT,2160,TOTAL
19091,JOHN MCCAIN,REPUBLICAN,2895,TOTAL
19091,OTHER,OTHER,67,TOTAL
19093,BARACK OBAMA,DEMOCRAT,1454,TOTAL
19093,JOHN MCCAIN,REPUBLICAN,2036,TOTAL
19093,OTHER,OTHER,57,TOTAL
19095,BARACK OBAMA,DEMOCRAT,4202,TOTAL
19095,JOHN MCCAIN,REPUBLICAN,4188,TOTAL
19095,OTHER,OTHER,156,TOTAL
19097,BARACK OBAMA,DEMOCRAT,6102,TOTAL
19097,JOHN MCCAIN,REPUBLICAN,3673,TOTAL
19097,OTHER,OTHER,180,TOTAL
19099,BARACK OBAMA,DEMOCRAT,10250,TOTAL
19099,JOHN MCCAIN,REPUBLICAN,8794,TOTAL
19099,OTHER,OTHER,377,TOTAL
19101,BARACK OBAMA,DEMOCRAT,5070,TOTAL
19101,JOHN MCCAIN,REPUBLICAN,3324,TOTAL
19101,OTHER,OTHER,237,TOTAL
19103,BARACK OBAMA,DEMOCRAT,51027,TOTAL
19103,JOHN MCCAIN,REPUBLICAN,20732,TOTAL
19103,OTHER,OTHER,1216,TOTAL
19105,BARACK OBAMA,DEMOCRAT,5446,TOTAL
19105,JOHN MCCAIN,REPUBLICAN,4405,TOTAL
19105,OTHER,OTHER,153,TOTAL
19107,BARACK OBAMA,DEMOCRAT,2518,TOTAL
19107,JOHN MCCAIN,REPUBLICAN,2712,TOTAL
19107,OTHER,OTHER,131,TOTAL
19109,BARACK OBAMA,DEMOCRAT,4625,TOTAL
19109,JOHN MCCAIN,REPUBLICAN,4329,TOTAL
19109,OTHER,OTHER,143,TOTAL
19111,BARACK OBAMA,DEMOCRAT,9821,TOTAL
19111,JOHN MCCAIN,REPUBLICAN,7062,TOTAL
19111,OTHER,OTHER,341,TOTAL
19113,BARACK OBAMA,DEMOCRAT,68037,TOTAL
19113,JOHN MCCAIN,REPUBLICAN,43626,TOTAL
19113,OTHER,OTHER,1692,TOTAL
19115,BARACK OBAMA,DEMOCRAT,2523,TOTAL
19115,JOHN MCCAIN,REPUBLICAN,2314,TOTAL
19115,OTHER,OTHER,83,TOTAL
19117,BARACK OBAMA,DEMOCRAT,2029,TOTAL
19117,JOHN MCCAIN,REPUBLICAN,2330,TOTAL
19117,OTHER,OTHER,112,TOTAL
19119,BARACK OBAMA,DEMOCRAT,1675,TOTAL
19119,JOHN MCCAIN,REPUBLICAN,4471,TOTAL
19119,OTHER,OTHER,71,TOTAL
19121,BARACK OBAMA,DEMOCRAT,3733,TOTAL
19121,JOHN MCCAIN,REPUBLICAN,4579,TOTAL
19121,OTHER,OTHER,168,TOTAL
19123,BARACK OBAMA,DEMOCRAT,4464,TOTAL
19123,JOHN MCCAIN,REPUBLICAN,6271,TOTAL
19123,OTHER,OTHER,197,TOTAL
19125,BARACK OBAMA,DEMOCRAT,7421,TOTAL
19125,JOHN MCCAIN,REPUBLICAN,9256,TOTAL
19125,OTHER,OTHER,353,TOTAL
19127,BARACK OBAMA,DEMOCRAT,10023,TOTAL
19127,JOHN MCCAIN,REPUBLICAN,8278,TOTAL
19127,OTHER,OTHER,356,TOTAL
19129,BARACK OBAMA,DEMOCRAT,2976,TOTAL
19129,JOHN MCCAIN,REPUBLICAN,4183,TOTAL
19129,OTHER,OTHER,123,TOTAL
19131,BARACK OBAMA,DEMOCRAT,3179,TOTAL
19131,JOHN MCCAIN,REPUBLICAN,2469,TOTAL
19131,OTHER,OTHER,118,TOTAL
19133,BARACK OBAMA,DEMOCRAT,2295,TOTAL
19133,JOHN MCCAIN,REPUBLICAN,2411,TOTAL
19133,OTHER,OTHER,90,TOTAL
19135,BARACK OBAMA,DEMOCRAT,1798,TOTAL
19135,JOHN MCCAIN,REPUBLICAN,2000,TOTAL
19135,OTHER,OTHER,75,TOTAL
19137,BARACK OBAMA,DEMOCRAT,2326,TOTAL
19137,JOHN MCCAIN,REPUBLICAN,2887,TOTAL
19137,OTHER,OTHER,74,TOTAL
19139,BARACK OBAMA,DEMOCRAT,10920,TOTAL
19139,JOHN MCCAIN,REPUBLICAN,7929,TOTAL
19139,OTHER,OTHER,270,TOTAL
19141,BARACK OBAMA,DEMOCRAT,2338,TOTAL
19141,JOHN MCCAIN,REPUBLICAN,4894,TOTAL
19141,OTHER,OTHER,101,TOTAL
19143,BARACK OBAMA,DEMOCRAT,1037,TOTAL
19143,JOHN MCCAIN,REPUBLICAN,2027,TOTAL
19143,OTHER,OTHER,63,TOTAL
19145,BARACK OBAMA,DEMOCRAT,2900,TOTAL
19145,JOHN MCCAIN,REPUBLICAN,4351,TOTAL
19145,OTHER,OTHER,105,TOTAL
19147,BARACK OBAMA,DEMOCRAT,2428,TOTAL
19147,JOHN MCCAIN,REPUBLICAN,2294,TOTAL
19147,OTHER,OTHER,84,TOTAL
19149,BARACK OBAMA,DEMOCRAT,4629,TOTAL
19149,JOHN MCCAIN,REPUBLICAN,7765,TOTAL
19149,OTHER,OTHER,118,TOTAL
19151,BARACK OBAMA,DEMOCRAT,1800,TOTAL
19151,JOHN MCCAIN,REPUBLICAN,2138,TOTAL
19151,OTHER,OTHER,73,TOTAL
19153,BARACK OBAMA,DEMOCRAT,120984,TOTAL
19153,JOHN MCCAIN,REPUBLICAN,89668,TOTAL
19153,OTHER,OTHER,3734,TOTAL
19155,BARACK OBAMA,DEMOCRAT,20436,TOTAL
19155,JOHN MCCAIN,REPUBLICAN,21237,TOTAL
19155,OTHER,OTHER,647,TOTAL
19157,BARACK OBAMA,DEMOCRAT,5519,TOTAL
19157,JOHN MCCAIN,REPUBLICAN,4340,TOTAL
19157,OTHER,OTHER,172,TOTAL
19159,BARACK OBAMA,DEMOCRAT,1236,TOTAL
19159,JOHN MCCAIN,REPUBLICAN,1401,TOTAL
19159,OTHER,OTHER,52,TOTAL
19161,BARACK OBAMA,DEMOCRAT,2256,TOTAL
19161,JOHN MCCAIN,REPUBLICAN,2705,TOTAL
19161,OTHER,OTHER,92,TOTAL
19163,BARACK OBAMA,DEMOCRAT,48927,TOTAL
19163,JOHN MCCAIN,REPUBLICAN,36365,TOTAL
19163,OTHER,OTHER,1079,TOTAL
19165,BARACK OBAMA,DEMOCRAT,2863,TOTAL
19165,JOHN MCCAIN,REPUBLICAN,3488,TOTAL
19165,OTHER,OTHER,102,TOTAL
19167,BARACK OBAMA,DEMOCRAT,3030,TOTAL
19167,JOHN MCCAIN,REPUBLICAN,13490,TOTAL
19167,OTHER,OTHER,144,TOTAL
19169,BARACK OBAMA,DEMOCRAT,26548,TOTAL
19169,JOHN MCCAIN,REPUBLICAN,18995,TOTAL
19169,OTHER,OTHER,1032,TOTAL
19171,BARACK OBAMA,DEMOCRAT,4899,TOTAL
19171,JOHN MCCAIN,REPUBLICAN,3820,TOTAL
19171,OTHER,OTHER,131,TOTAL
19173,BARACK OBAMA,DEMOCRAT,1347,TOTAL
19173,JOHN MCCAIN,REPUBLICAN,1607,TOTAL
19173,OTHER,OTHER,72,TOTAL
19175,BARACK OBAMA,DEMOCRAT,3000,TOTAL
19175,JOHN MCCAIN,REPUBLICAN,2781,TOTAL
19175,OTHER,OTHER,128,TOTAL
19177,BARACK OBAMA,DEMOCRAT,1546,TOTAL
19177,JOHN MCCAIN,REPUBLICAN,1986,TOTAL
19177,OTHER,OTHER,76,TOTAL
19179,BARACK OBAMA,DEMOCRAT,8820,TOTAL
19179,JOHN MCCAIN,REPUBLICAN,6663,TOTAL
19179,OTHER,OTHER,448,TOTAL
19181,BARACK OBAMA,DEMOCRAT,12299,TOTAL
19181,JOHN MCCAIN,REPUBLICAN,12144,TOTAL
19181,OTHER,OTHER,437,TOTAL
19183,BARACK OBAMA,DEMOCRAT,5170,TOTAL
19183,JOHN MCCAIN,REPUBLICAN,5247,TOTAL
19183,OTHER,OTHER,209,TOTAL
19185,BARACK OBAMA,DEMOCRAT,1357,TOTAL
19185,JOHN MCCAIN,REPUBLICAN,1565,TOTAL
19185,OTHER,OTHER,58,TOTAL
19187,BARACK OBAMA,DEMOCRAT,9917,TOTAL
19187,JOHN MCCAIN,REPUBLICAN,8337,TOTAL
19187,OTHER,OTHER,300,TOTAL
19189,BARACK OBAMA,DEMOCRAT,3254,TOTAL
19189,JOHN MCCAIN,REPUBLICAN,2730,TOTAL
19189,OTHER,OTHER,98,TOTAL
19191,BARACK OBAMA,DEMOCRAT,6829,TOTAL
19191,JOHN MCCAIN,REPUBLICAN,4273,TOTAL
19191,OTHER,OTHER,178,TOTAL
19193,BARACK OBAMA,DEMOCRAT,21983,TOTAL
19193,JOHN MCCAIN,REPUBLICAN,22219,TOTAL
19193,OTHER,OTHER,599,TOTAL
19195,BARACK OBAMA,DEMOCRAT,2567,TOTAL
19195,JOHN MCCAIN,REPUBLICAN,1612,TOTAL
19195,OTHER,OTHER,78,TOTAL
19197,BARACK OBAMA,DEMOCRAT,3102,TOTAL
19197,JOHN MCCAIN,REPUBLICAN,3198,TOTAL
19197,OTHER,OTHER,95,TOTAL
20001,BARACK OBAMA,DEMOCRAT,2189,TOTAL
20001,JOHN MCCAIN,REPUBLICAN,3552,TOTAL
20001,OTHER,OTHER,114,TOTAL
20003,BARACK OBAMA,DEMOCRAT,1175,TOTAL
20003,JOHN MCCAIN,REPUBLICAN,2362,TOTAL
20003,OTHER,OTHER,89,TOTAL
20005,BARACK OBAMA,DEMOCRAT,3241,TOTAL
20005,JOHN MCCAIN,REPUBLICAN,3791,TOTAL
20005,OTHER,OTHER,159,TOTAL
20007,BARACK OBAMA,DEMOCRAT,598,TOTAL
20007,JOHN MCCAIN,REPUBLICAN,1833,TOTAL
20007,OTHER,OTHER,31,TOTAL
20009,BARACK OBAMA,DEMOCRAT,3027,TOTAL
20009,JOHN MCCAIN,REPUBLICAN,7802,TOTAL
20009,OTHER,OTHER,228,TOTAL
20011,BARACK OBAMA,DEMOCRAT,2394,TOTAL
20011,JOHN MCCAIN,REPUBLICAN,4240,TOTAL
20011,OTHER,OTHER,147,TOTAL
20013,BARACK OBAMA,DEMOCRAT,1317,TOTAL
20013,JOHN MCCAIN,REPUBLICAN,2985,TOTAL
20013,OTHER,OTHER,74,TOTAL
20015,BARACK OBAMA,DEMOCRAT,9159,TOTAL
20015,JOHN MCCAIN,REPUBLICAN,18155,TOTAL
20015,OTHER,OTHER,559,TOTAL
20017,BARACK OBAMA,DEMOCRAT,383,TOTAL
20017,JOHN MCCAIN,REPUBLICAN,976,TOTAL
20017,OTHER,OTHER,25,TOTAL
20019,BARACK OBAMA,DEMOCRAT,401,TOTAL
20019,JOHN MCCAIN,REPUBLICAN,1418,TOTAL
20019,OTHER,OTHER,33,TOTAL
20021,BARACK OBAMA,DEMOCRAT,3594,TOTAL
20021,JOHN MCCAIN,REPUBLICAN,5886,TOTAL
20021,OTHER,OTHER,185,TOTAL
20023,BARACK OBAMA,DEMOCRAT,323,TOTAL
20023,JOHN MCCAIN,REPUBLICAN,1148,TOTAL
20023,OTHER,OTHER,27,TOTAL
20025,BARACK OBAMA,DEMOCRAT,245,TOTAL
20025,JOHN MCCAIN,REPUBLICAN,897,TOTAL
20025,OTHER,OTHER,17,TOTAL
20027,BARACK OBAMA,DEMOCRAT,1009,TOTAL
20027,JOHN MCCAIN,REPUBLICAN,2998,TOTAL
20027,OTHER,OTHER,47,TOTAL
20029,BARACK OBAMA,DEMOCRAT,1233,TOTAL
20029,JOHN MCCAIN,REPUBLICAN,3121,TOTAL
20029,OTHER,OTHER,97,TOTAL
20031,BARACK OBAMA,DEMOCRAT,1121,TOTAL
20031,JOHN MCCAIN,REPUBLICAN,3054,TOTAL
20031,OTHER,OTHER,57,TOTAL
20033,BARACK OBAMA,DEMOCRAT,194,TOTAL
20033,JOHN MCCAIN,REPUBLICAN,765,TOTAL
20033,OTHER,OTHER,15,TOTAL
20035,BARACK OBAMA,DEMOCRAT,5012,TOTAL
20035,JOHN MCCAIN,REPUBLICAN,8492,TOTAL
20035,OTHER,OTHER,283,TOTAL
20037,BARACK OBAMA,DEMOCRAT,7957,TOTAL
20037,JOHN MCCAIN,REPUBLICAN,7735,TOTAL
20037,OTHER,OTHER,383,TOTAL
20039,BARACK OBAMA,DEMOCRAT,343,TOTAL
20039,JOHN MCCAIN,REPUBLICAN,1189,TOTAL
20039,OTHER,OTHER,16,TOTAL
20041,BARACK OBAMA,DEMOCRAT,2422,TOTAL
20041,JOHN MCCAIN,REPUBLICAN,6081,TOTAL
20041,OTHER,OTHER,164,TOTAL
20043,BARACK OBAMA,DEMOCRAT,1115,TOTAL
20043,JOHN MCCAIN,REPUBLICAN,2372,TOTAL
20043,OTHER,OTHER,77,TOTAL
20045,BARACK OBAMA,DEMOCRAT,34398,TOTAL
20045,JOHN MCCAIN,REPUBLICAN,17929,TOTAL
20045,OTHER,OTHER,1071,TOTAL
20047,BARACK OBAMA,DEMOCRAT,333,TOTAL
20047,JOHN MCCAIN,REPUBLICAN,995,TOTAL
20047,OTHER,OTHER,29,TOTAL
20049,BARACK OBAMA,DEMOCRAT,363,TOTAL
20049,JOHN MCCAIN,REPUBLICAN,1042,TOTAL
20049,OTHER,OTHER,29,TOTAL
20051,BARACK OBAMA,DEMOCRAT,4010,TOTAL
20051,JOHN MCCAIN,REPUBLICAN,8207,TOTAL
20051,OTHER,OTHER,230,TOTAL
20053,BARACK OBAMA,DEMOCRAT,851,TOTAL
20053,JOHN MCCAIN,REPUBLICAN,2021,TOTAL
20053,OTHER,OTHER,66,TOTAL
20055,BARACK OBAMA,DEMOCRAT,3275,TOTAL
20055,JOHN MCCAIN,REPUBLICAN,6926,TOTAL
20055,OTHER,OTHER,153,TOTAL
20057,BARACK OBAMA,DEMOCRAT,2991,TOTAL
20057,JOHN MCCAIN,REPUBLICAN,5730,TOTAL
20057,OTHER,OTHER,143,TOTAL
20059,BARACK OBAMA,DEMOCRAT,4433,TOTAL
20059,JOHN MCCAIN,REPUBLICAN,7079,TOTAL
20059,OTHER,OTHER,227,TOTAL
20061,BARACK OBAMA,DEMOCRAT,3491,TOTAL
20061,JOHN MCCAIN,REPUBLICAN,4492,TOTAL
20061,OTHER,OTHER,111,TOTAL
20063,BARACK OBAMA,DEMOCRAT,261,TOTAL
20063,JOHN MCCAIN,REPUBLICAN,1136,TOTAL
20063,OTHER,OTHER,21,TOTAL
20065,BARACK OBAMA,DEMOCRAT,325,TOTAL
20065,JOHN MCCAIN,REPUBLICAN,1060,TOTAL
20065,OTHER,OTHER,38,TOTAL
20067,BARACK OBAMA,DEMOCRAT,635,TOTAL
20067,JOHN MCCAIN,REPUBLICAN,1995,TOTAL
20067,OTHER,OTHER,31,TOTAL
20069,BARACK OBAMA,DEMOCRAT,436,TOTAL
20069,JOHN MCCAIN,REPUBLICAN,1643,TOTAL
20069,OTHER,OTHER,40,TOTAL
20071,BARACK OBAMA,DEMOCRAT,151,TOTAL
20071,JOHN MCCAIN,REPUBLICAN,591,TOTAL
20071,OTHER,OTHER,3,TOTAL
20073,BARACK OBAMA,DEMOCRAT,622,TOTAL
20073,JOHN MCCAIN,REPUBLICAN,1619,TOTAL
20073,OTHER,OTHER,38,TOTAL
20075,BARACK OBAMA,DEMOCRAT,233,TOTAL
20075,JOHN MCCAIN,REPUBLICAN,844,TOTAL
20075,OTHER,OTHER,19,TOTAL
20077,BARACK OBAMA,DEMOCRAT,736,TOTAL
20077,JOHN MCCAIN,REPUBLICAN,1999,TOTAL
20077,OTHER,OTHER,61,TOTAL
20079,BARACK OBAMA,DEMOCRAT,6318,TOTAL
20079,JOHN MCCAIN,REPUBLICAN,9006,TOTAL
20079,OTHER,OTHER,289,TOTAL
20081,BARACK OBAMA,DEMOCRAT,278,TOTAL
20081,JOHN MCCAIN,REPUBLICAN,1277,TOTAL
20081,OTHER,OTHER,15,TOTAL
20083,BARACK OBAMA,DEMOCRAT,211,TOTAL
20083,JOHN MCCAIN,REPUBLICAN,865,TOTAL
20083,OTHER,OTHER,20,TOTAL
20085,BARACK OBAMA,DEMOCRAT,2308,TOTAL
20085,JOHN MCCAIN,REPUBLICAN,3811,TOTAL
20085,OTHER,OTHER,134,TOTAL
20087,BARACK OBAMA,DEMOCRAT,3542,TOTAL
20087,JOHN MCCAIN,REPUBLICAN,5220,TOTAL
20087,OTHER,OTHER,188,TOTAL
20089,BARACK OBAMA,DEMOCRAT,313,TOTAL
20089,JOHN MCCAIN,REPUBLICAN,1231,TOTAL
20089,OTHER,OTHER,40,TOTAL
20091,BARACK OBAMA,DEMOCRAT,127091,TOTAL
20091,JOHN MCCAIN,REPUBLICAN,152627,TOTAL
20091,OTHER,OTHER,3714,TOTAL
20093,BARACK OBAMA,DEMOCRAT,309,TOTAL
20093,JOHN MCCAIN,REPUBLICAN,1159,TOTAL
20093,OTHER,OTHER,14,TOTAL
20095,BARACK OBAMA,DEMOCRAT,963,TOTAL
20095,JOHN MCCAIN,REPUBLICAN,2603,TOTAL
20095,OTHER,OTHER,98,TOTAL
20097,BARACK OBAMA,DEMOCRAT,200,TOTAL
20097,JOHN MCCAIN,REPUBLICAN,912,TOTAL
20097,OTHER,OTHER,23,TOTAL
20099,BARACK OBAMA,DEMOCRAT,3839,TOTAL
20099,JOHN MCCAIN,REPUBLICAN,5001,TOTAL
20099,OTHER,OTHER,191,TOTAL
20101,BARACK OBAMA,DEMOCRAT,193,TOTAL
20101,JOHN MCCAIN,REPUBLICAN,814,TOTAL
20101,OTHER,OTHER,20,TOTAL
20103,BARACK OBAMA,DEMOCRAT,13255,TOTAL
20103,JOHN MCCAIN,REPUBLICAN,16791,TOTAL
20103,OTHER,OTHER,545,TOTAL
20105,BARACK OBAMA,DEMOCRAT,347,TOTAL
20105,JOHN MCCAIN,REPUBLICAN,1204,TOTAL
20105,OTHER,OTHER,35,TOTAL
20107,BARACK OBAMA,DEMOCRAT,1425,TOTAL
20107,JOHN MCCAIN,REPUBLICAN,3086,TOTAL
20107,OTHER,OTHER,106,TOTAL
20109,BARACK OBAMA,DEMOCRAT,225,TOTAL
20109,JOHN MCCAIN,REPUBLICAN,1187,TOTAL
20109,OTHER,OTHER,28,TOTAL
20111,BARACK OBAMA,DEMOCRAT,5924,TOTAL
20111,JOHN MCCAIN,REPUBLICAN,6698,TOTAL
20111,OTHER,OTHER,289,TOTAL
20113,BARACK OBAMA,DEMOCRAT,4218,TOTAL
20113,JOHN MCCAIN,REPUBLICAN,8937,TOTAL
20113,OTHER,OTHER,231,TOTAL
20115,BARACK OBAMA,DEMOCRAT,1801,TOTAL
20115,JOHN MCCAIN,REPUBLICAN,4159,TOTAL
20115,OTHER,OTHER,99,TOTAL
20117,BARACK OBAMA,DEMOCRAT,1784,TOTAL
20117,JOHN MCCAIN,REPUBLICAN,3157,TOTAL
20117,OTHER,OTHER,95,TOTAL
20119,BARACK OBAMA,DEMOCRAT,357,TOTAL
20119,JOHN MCCAIN,REPUBLICAN,1540,TOTAL
20119,OTHER,OTHER,34,TOTAL
20121,BARACK OBAMA,DEMOCRAT,5742,TOTAL
20121,JOHN MCCAIN,REPUBLICAN,9382,TOTAL
20121,OTHER,OTHER,253,TOTAL
20123,BARACK OBAMA,DEMOCRAT,701,TOTAL
20123,JOHN MCCAIN,REPUBLICAN,2440,TOTAL
20123,OTHER,OTHER,62,TOTAL
20125,BARACK OBAMA,DEMOCRAT,4338,TOTAL
20125,JOHN MCCAIN,REPUBLICAN,9309,TOTAL
20125,OTHER,OTHER,260,TOTAL
20127,BARACK OBAMA,DEMOCRAT,907,TOTAL
20127,JOHN MCCAIN,REPUBLICAN,1875,TOTAL
20127,OTHER,OTHER,59,TOTAL
20129,BARACK OBAMA,DEMOCRAT,229,TOTAL
20129,JOHN MCCAIN,REPUBLICAN,1153,TOTAL
20129,OTHER,OTHER,20,TOTAL
20131,BARACK OBAMA,DEMOCRAT,1432,TOTAL
20131,JOHN MCCAIN,REPUBLICAN,3817,TOTAL
20131,OTHER,OTHER,110,TOTAL
20133,BARACK OBAMA,DEMOCRAT,2563,TOTAL
20133,JOHN MCCAIN,REPUBLICAN,4473,TOTAL
20133,OTHER,OTHER,156,TOTAL
20135,BARACK OBAMA,DEMOCRAT,289,TOTAL
20135,JOHN MCCAIN,REPUBLICAN,1207,TOTAL
20135,OTHER,OTHER,29,TOTAL
20137,BARACK OBAMA,DEMOCRAT,497,TOTAL
20137,JOHN MCCAIN,REPUBLICAN,1878,TOTAL
20137,OTHER,OTHER,40,TOTAL
20139,BARACK OBAMA,DEMOCRAT,2534,TOTAL
20139,JOHN MCCAIN,REPUBLICAN,4820,TOTAL
20139,OTHER,OTHER,190,TOTAL
20141,BARACK OBAMA,DEMOCRAT,403,TOTAL
20141,JOHN MCCAIN,REPUBLICAN,1490,TOTAL
20141,OTHER,OTHER,37,TOTAL
20143,BARACK OBAMA,DEMOCRAT,704,TOTAL
20143,JOHN MCCAIN,REPUBLICAN,2323,TOTAL
20143,OTHER,OTHER,59,TOTAL
20145,BARACK OBAMA,DEMOCRAT,882,TOTAL
20145,JOHN MCCAIN,REPUBLICAN,1946,TOTAL
20145,OTHER,OTHER,51,TOTAL
20147,BARACK OBAMA,DEMOCRAT,525,TOTAL
20147,JOHN MCCAIN,REPUBLICAN,2105,TOTAL
20147,OTHER,OTHER,37,TOTAL
20149,BARACK OBAMA,DEMOCRAT,2599,TOTAL
20149,JOHN MCCAIN,REPUBLICAN,6929,TOTAL
20149,OTHER,OTHER,309,TOTAL
20151,BARACK OBAMA,DEMOCRAT,1294,TOTAL
20151,JOHN MCCAIN,REPUBLICAN,2822,TOTAL
20151,OTHER,OTHER,74,TOTAL
20153,BARACK OBAMA,DEMOCRAT,273,TOTAL
20153,JOHN MCCAIN,REPUBLICAN,1247,TOTAL
20153,OTHER,OTHER,29,TOTAL
20155,BARACK OBAMA,DEMOCRAT,9916,TOTAL
20155,JOHN MCCAIN,REPUBLICAN,16112,TOTAL
20155,OTHER,OTHER,484,TOTAL
20157,BARACK OBAMA,DEMOCRAT,640,TOTAL
20157,JOHN MCCAIN,REPUBLICAN,1978,TOTAL
20157,OTHER,OTHER,53,TOTAL
20159,BARACK OBAMA,DEMOCRAT,1163,TOTAL
20159,JOHN MCCAIN,REPUBLICAN,2780,TOTAL
20159,OTHER,OTHER,78,TOTAL
20161,BARACK OBAMA,DEMOCRAT,10495,TOTAL
20161,JOHN MCCAIN,REPUBLICAN,12111,TOTAL
20161,OTHER,OTHER,391,TOTAL
20163,BARACK OBAMA,DEMOCRAT,468,TOTAL
20163,JOHN MCCAIN,REPUBLICAN,2068,TOTAL
20163,OTHER,OTHER,52,TOTAL
20165,BARACK OBAMA,DEMOCRAT,504,TOTAL
20165,JOHN MCCAIN,REPUBLICAN,1225,TOTAL
20165,OTHER,OTHER,52,TOTAL
20167,BARACK OBAMA,DEMOCRAT,736,TOTAL
20167,JOHN MCCAIN,REPUBLICAN,2509,TOTAL
20167,OTHER,OTHER,48,TOTAL
20169,BARACK OBAMA,DEMOCRAT,8186,TOTAL
20169,JOHN MCCAIN,REPUBLICAN,14165,TOTAL
20169,OTHER,OTHER,437,TOTAL
20171,BARACK OBAMA,DEMOCRAT,321,TOTAL
20171,JOHN MCCAIN,REPUBLICAN,1823,TOTAL
20171,OTHER,OTHER,35,TOTAL
20173,BARACK OBAMA,DEMOCRAT,82337,TOTAL
20173,JOHN MCCAIN,REPUBLICAN,106849,TOTAL
20173,OTHER,OTHER,3547,TOTAL
20175,BARACK OBAMA,DEMOCRAT,1493,TOTAL
20175,JOHN MCCAIN,REPUBLICAN,3791,TOTAL
20175,OTHER,OTHER,52,TOTAL
20177,BARACK OBAMA,DEMOCRAT,41235,TOTAL
20177,JOHN MCCAIN,REPUBLICAN,41476,TOTAL
20177,OTHER,OTHER,1466,TOTAL
